着順,枠,馬番,馬名,性齢,負担重量,騎手,推定上り,馬体重,増減,調教師,単勝人気,降水量,気温,風速,風向,レース,距離,日時
7,4,4,カップッチョ,牡2,55,江田 照男,34.4,440,2,高市 圭二,9,0,25.5,1.9,南,11,1600,2019/10/5
8,5,5,ロードエクスプレス,牡2,55,三浦 皇成,34.4,438,6,坂口 智康,4,0,25.5,1.9,南,11,1600,2019/10/5
9,1,1,イロゴトシ,牡2,55,小崎 綾也,35,458,4,牧田 和弥,8,0,25.5,1.9,南,11,1600,2019/10/5
1,6,6,ホットミスト,牝2,54,福永 祐一,37,462,4,安田 隆行,1,0,20.6,1.7,北東,1,1600,2019/10/6
2,7,9,マイネルエスペルト,牡2,55,津村 明秀,37.7,498,-6,水野 貴広,4,0,20.6,1.7,北東,1,1600,2019/10/6
3,8,10,カッチョカバロ,牡2,55,木幡 巧也,38,490,2,牧 光二,2,0,20.6,1.7,北東,1,1600,2019/10/6
4,8,11,コスモケルビン,牡2,55,柴田 大知,37.6,484,-4,佐藤 吉勝,3,0,20.6,1.7,北東,1,1600,2019/10/6
5,4,4,シュプレムラン,牡2,53,△木幡 育也,37.8,476,0,田中 博康,5,0,20.6,1.7,北東,1,1600,2019/10/6
6,7,8,リュウノブルック,牡2,55,菅原 隆一,38.8,458,-6,小野 次郎,8,0,20.6,1.7,北東,1,1600,2019/10/6
7,1,1,タイセイブーティー,牡2,55,石橋 脩,38.4,460,8,伊藤 圭三,6,0,20.6,1.7,北東,1,1600,2019/10/6
8,2,2,ナックライオン,牡2,52,▲岩田 望来,39.6,498,2,杉浦 宏昭,9,0,20.6,1.7,北東,1,1600,2019/10/6
9,3,3,ニシノジェイピー,牡2,54,☆武藤 雅,38.5,432,4,田村 康仁,7,0,20.6,1.7,北東,1,1600,2019/10/6
10,5,5,ユーアーマイソウル,牡2,55,松岡 正海,39.8,474,-4,伊藤 伸一,10,0,20.6,1.7,北東,1,1600,2019/10/6
11,6,7,バトルモモタロー,牡2,54,☆野中 悠太郎,38.9,412,0,伊藤 大士,11,0,20.6,1.7,北東,1,1600,2019/10/6
1,6,11,スズカコーズマンボ,牡2,55,北村 宏司,36.5,464,6,伊藤 圭三,8,0,20.6,1.7,北東,2,1400,2019/10/6
2,8,16,ソクシン,牡2,54,☆野中 悠太郎,37.6,508,-6,小西 一男,3,0,20.6,1.7,北東,2,1400,2019/10/6
3,6,12,ラブリーエンジェル,牝2,54,武士沢 友治,37.8,432,-8,堀井 雅広,13,0,20.6,1.7,北東,2,1400,2019/10/6
4,2,3,ハディア,牡2,55,津村 明秀,38.7,452,2,粕谷 昌央,11,0,20.6,1.7,北東,2,1400,2019/10/6
5,4,7,ビッグワンビリーブ,牡2,55,木幡 巧也,38.8,444,-10,蛯名 利弘,12,0,20.6,1.7,北東,2,1400,2019/10/6
6,3,6,パイプライン,牡2,55,田中 勝春,39.1,482,-4,田中 剛,1,0,20.6,1.7,北東,2,1400,2019/10/6
7,7,13,ワセダウォリアー,牡2,55,戸崎 圭太,39,460,0,金成 貴史,2,0,20.6,1.7,北東,2,1400,2019/10/6
8,4,8,ケイティディライト,牝2,54,四位 洋文,39.5,444,-4,小野 次郎,5,0,20.6,1.7,北東,2,1400,2019/10/6
9,1,2,セイウンハテンコウ,牡2,55,内田 博幸,39.8,506,-4,武市 康男,4,0,20.6,1.7,北東,2,1400,2019/10/6
10,2,4,コスモピオニール,牡2,55,柴田 大知,38.8,462,0,天間 昭一,15,0,20.6,1.7,北東,2,1400,2019/10/6
11,1,1,トーセンコパン,牡2,53,△木幡 育也,39,468,2,菊沢 隆徳,9,0,20.6,1.7,北東,2,1400,2019/10/6
12,5,9,ホープブロッサム,牝2,54,A.シュタルケ,39.3,476,-10,池上 昌和,6,0,20.6,1.7,北東,2,1400,2019/10/6
13,5,10,ペリトモレノ,牝2,54,江田 照男,40.2,458,-8,大江原 哲,7,0,20.6,1.7,北東,2,1400,2019/10/6
14,7,14,ラカルマ,牝2,51,▲岩田 望来,40.5,472,-8,杉浦 宏昭,10,0,20.6,1.7,北東,2,1400,2019/10/6
15,8,15,トーアクルス,牡2,55,酒井 学,39.4,496,2,作田 誠二,14,0,20.6,1.7,北東,2,1400,2019/10/6
16,3,5,ユラ,牝2,54,服部 茂史,39.5,458,-2,小桧山 悟,16,0,20.6,1.7,北東,2,1400,2019/10/6
1,7,9,ヴァルナ,牡2,55,福永 祐一,34,492,12,寺島 良,2,0,20.6,1.7,北東,3,1600,2019/10/6
2,6,7,ゴールドパラディン,牡2,55,戸崎 圭太,34.4,430,0,山内 研二,4,0,20.6,1.7,北東,3,1600,2019/10/6
3,7,10,エースインザハート,牡2,53,△木幡 育也,34.5,440,-2,高市 圭二,6,0,20.6,1.7,北東,3,1600,2019/10/6
4,8,12,ツクバゴールド,牡2,55,A.シュタルケ,34.8,508,0,清水 久詞,3,0,20.6,1.7,北東,3,1600,2019/10/6
5,5,6,マイネルシスネロス,牡2,54,☆武藤 雅,34.3,462,4,水野 貴広,1,0,20.6,1.7,北東,3,1600,2019/10/6
6,3,3,シバノレイワ,牡2,55,北村 宏司,34.8,460,2,萱野 浩二,7,0,20.6,1.7,北東,3,1600,2019/10/6
7,1,1,ハッピールーラ,牡2,55,松岡 正海,34.8,448,-2,長谷川 浩大,5,0,20.6,1.7,北東,3,1600,2019/10/6
8,6,8,センノベステス,牡2,55,吉田 豊,34.7,484,-10,南田 美知雄,11,0,20.6,1.7,北東,3,1600,2019/10/6
9,5,5,オウサマプリン,牡2,55,服部 茂史,35.8,468,4,的場 均,12,0,20.6,1.7,北東,3,1600,2019/10/6
10,8,11,イッツオーライト,牡2,54,☆野中 悠太郎,36.9,442,-4,竹内 正洋,8,0,20.6,1.7,北東,3,1600,2019/10/6
11,2,2,グラスカルメン,牝2,54,木幡 巧也,36.9,434,6,尾形 和幸,9,0,20.6,1.7,北東,3,1600,2019/10/6
12,4,4,ハーフジャック,牡2,52,▲岩田 望来,37.7,418,-4,加藤 士津八,10,0,20.6,1.7,北東,3,1600,2019/10/6
1,1,2,バトルカグヤ,牝2,54,津村 明秀,34.7,460,0,本田 優,7,0,20.6,1.7,北東,4,1400,2019/10/6
2,7,15,トルニ,牝2,54,吉田 豊,34,458,0,高橋 裕,9,0,20.6,1.7,北東,4,1400,2019/10/6
3,6,12,オメガデラックス,せん2,55,石橋 脩,34,432,0,安田 翔伍,4,0,20.6,1.7,北東,4,1400,2019/10/6
4,1,1,ダイワリチャード,牡2,55,内田 博幸,34.5,446,0,上原 博之,2,0,20.6,1.7,北東,4,1400,2019/10/6
5,3,6,イザラ,牝2,54,福永 祐一,34.7,442,0,加藤 征弘,1,0,20.6,1.7,北東,4,1400,2019/10/6
6,4,8,スズノヤマト,牡2,55,幸 英明,35,460,0,高橋 裕,5,0,20.6,1.7,北東,4,1400,2019/10/6
7,5,10,ドンマニフィコ,牡2,55,A.シュタルケ,34.8,428,0,牧浦 充徳,6,0,20.6,1.7,北東,4,1400,2019/10/6
8,2,4,マイネルアルモニコ,牡2,55,柴田 大知,35.1,428,0,鹿戸 雄一,8,0,20.6,1.7,北東,4,1400,2019/10/6
9,6,11,ベスティア,牡2,54,☆野中 悠太郎,34.9,472,0,黒岩 陽一,11,0,20.6,1.7,北東,4,1400,2019/10/6
10,5,9,シュシュダムール,牝2,52,△木幡 育也,35.3,422,0,粕谷 昌央,13,0,20.6,1.7,北東,4,1400,2019/10/6
11,7,14,シラカワカツコ,牝2,54,松岡 正海,33.8,394,0,伊藤 伸一,16,0,20.6,1.7,北東,4,1400,2019/10/6
12,2,3,ディーバダンス,牝2,51,▲岩田 望来,35.3,448,0,大江原 哲,14,0,20.6,1.7,北東,4,1400,2019/10/6
13,8,16,ワキノフオルテ,牡2,55,田中 勝春,35.4,470,0,清水 久詞,10,0,20.6,1.7,北東,4,1400,2019/10/6
14,3,5,ハルノマリーナ,牝2,54,服部 茂史,35.1,460,0,小桧山 悟,12,0,20.6,1.7,北東,4,1400,2019/10/6
15,7,13,ホルダンモル,牝2,54,武士沢 友治,34.9,418,0,松永 康利,15,0,20.6,1.7,北東,4,1400,2019/10/6
16,4,7,ヤマヒビキ,牝2,54,石神 深一,35.1,466,0,石栗 龍彦,18,0,20.6,1.7,北東,4,1400,2019/10/6
17,8,18,ハシレコウマ,牡2,55,菅原 隆一,35.8,492,0,石栗 龍彦,17,0,20.6,1.7,北東,4,1400,2019/10/6
18,8,17,ラファエル,牡2,55,戸崎 圭太,36.9,486,0,伊藤 圭三,3,0,20.6,1.7,北東,4,1400,2019/10/6
1,8,10,サクラトゥジュール,牡2,55,石橋 脩,33.6,472,0,堀 宣行,2,0,20.6,1.7,北東,5,2000,2019/10/6
2,7,9,ロードソリッド,牡2,55,A.シュタルケ,33.8,458,0,清水 久詞,3,0,20.6,1.7,北東,5,2000,2019/10/6
3,6,7,ランサムトラップ,牝2,54,木幡 巧也,34,418,0,根本 康広,11,0,20.6,1.7,北東,5,2000,2019/10/6
4,1,1,ダノングロワール,牡2,55,戸崎 圭太,34.3,490,0,国枝 栄,1,0,20.6,1.7,北東,5,2000,2019/10/6
5,5,5,マルターズデセオ,牡2,54,☆武藤 雅,34.3,482,0,手塚 貴久,6,0,20.6,1.7,北東,5,2000,2019/10/6
6,7,8,ジュールサイクル,牝2,54,内田 博幸,34,452,0,田中 剛,7,0,20.6,1.7,北東,5,2000,2019/10/6
7,4,4,ビレッジイーグル,牡2,55,松岡 正海,34.9,478,0,竹内 正洋,4,0,20.6,1.7,北東,5,2000,2019/10/6
8,3,3,ホウオウトラスト,牡2,55,津村 明秀,34.4,478,0,池上 昌和,5,0,20.6,1.7,北東,5,2000,2019/10/6
9,6,6,タイガ,牡2,55,的場 勇人,34.3,506,0,的場 均,9,0,20.6,1.7,北東,5,2000,2019/10/6
10,8,11,アンリーシュ,牝2,54,北村 宏司,34.5,430,0,小西 一男,10,0,20.6,1.7,北東,5,2000,2019/10/6
11,2,2,イッツエルメス,牝2,53,☆野中 悠太郎,35.1,464,0,畠山 吉宏,8,0,20.6,1.7,北東,5,2000,2019/10/6
1,8,12,ムーランアンディゴ,牡2,55,丸田 恭介,36.5,482,-6,田中 博康,1,6.5,16.4,1.3,北西,1,1400,2019/10/14
2,6,9,コパシーナ,せん2,55,三浦 皇成,36.9,482,6,伊藤 圭三,2,6.5,16.4,1.3,北西,1,1400,2019/10/14
3,1,1,セイエスコート,牡2,54,☆横山 武史,37.7,462,2,菊川 正達,5,6.5,16.4,1.3,北西,1,1400,2019/10/14
4,4,4,スターファイター,牡2,55,嘉藤 貴行,37.3,484,10,田島 俊明,3,6.5,16.4,1.3,北西,1,1400,2019/10/14
5,5,6,サンダーボマー,牡2,55,岩田 康誠,37.3,418,2,土田 稔,7,6.5,16.4,1.3,北西,1,1400,2019/10/14
6,7,10,トーセンシグナル,牡2,55,岩部 純二,37.5,494,16,萱野 浩二,4,6.5,16.4,1.3,北西,1,1400,2019/10/14
7,2,2,エリンクロノス,牡2,53,△木幡 育也,39.1,504,-6,大江原 哲,10,6.5,16.4,1.3,北西,1,1400,2019/10/14
8,3,3,キヨセ,牡2,55,木幡 巧也,39.1,446,18,新開 幸一,6,6.5,16.4,1.3,北西,1,1400,2019/10/14
9,4,5,ルナランス,牝2,53,☆武藤 雅,39.6,430,8,武藤 善則,9,6.5,16.4,1.3,北西,1,1400,2019/10/14
10,5,7,コトブキノニ,牝2,53,☆菊沢 一樹,39.3,470,0,佐藤 吉勝,12,6.5,16.4,1.3,北西,1,1400,2019/10/14
11,8,13,フローラルオーク,牝2,53,☆野中 悠太郎,39.6,410,2,伊藤 大士,8,6.5,16.4,1.3,北西,1,1400,2019/10/14
12,7,11,カシノスペリオル,牡2,52,▲大塚 海渡,38.5,442,-6,和田 雄二,13,6.5,16.4,1.3,北西,1,1400,2019/10/14
13,6,8,モンサンブラーマ,牡2,52,▲山田 敬士,38.8,462,-2,青木 孝文,11,6.5,16.4,1.3,北西,1,1400,2019/10/14
1,8,12,ピオノノ,牡2,55,岩田 康誠,38,486,0,奥村 武,1,6.5,16.4,1.3,北西,2,1600,2019/10/14
2,4,5,サトノアレックス,牡2,55,戸崎 圭太,37.9,492,8,古賀 慎明,2,6.5,16.4,1.3,北西,2,1600,2019/10/14
3,6,9,ワンモアエフォート,牡2,52,▲大塚 海渡,38.8,480,-4,勢司 和浩,7,6.5,16.4,1.3,北西,2,1600,2019/10/14
4,5,6,アナンダライト,牡2,55,川田 将雅,38.8,502,-12,田村 康仁,3,6.5,16.4,1.3,北西,2,1600,2019/10/14
5,5,7,イデアイホマジョル,牡2,55,柴田 大知,38.8,434,4,和田 雄二,8,6.5,16.4,1.3,北西,2,1600,2019/10/14
6,7,11,セントガブリエル,牝2,53,☆菊沢 一樹,39.2,460,-6,菊沢 隆徳,5,6.5,16.4,1.3,北西,2,1600,2019/10/14
7,1,1,グラスディアブロ,牡2,55,江田 照男,38.7,452,-10,手塚 貴久,11,6.5,16.4,1.3,北西,2,1600,2019/10/14
8,3,3,フルゴリラ,牡2,55,田中 勝春,39.1,522,0,小野 次郎,6,6.5,16.4,1.3,北西,2,1600,2019/10/14
9,8,13,カナライズ,牡2,55,三浦 皇成,40.3,454,-2,中舘 英二,4,6.5,16.4,1.3,北西,2,1600,2019/10/14
10,6,8,インディードシチー,牡2,55,吉田 豊,39.1,488,-4,上原 博之,9,6.5,16.4,1.3,北西,2,1600,2019/10/14
11,4,4,セイカアーナンダイ,牡2,55,石川 裕紀人,40.2,462,14,相沢 郁,12,6.5,16.4,1.3,北西,2,1600,2019/10/14
12,2,2,ハシレコウマ,牡2,52,▲山田 敬士,40.7,490,-2,石栗 龍彦,13,6.5,16.4,1.3,北西,2,1600,2019/10/14
13,7,10,オウサムミニスター,牡2,54,☆野中 悠太郎,42.1,422,2,和田 正一郎,10,6.5,16.4,1.3,北西,2,1600,2019/10/14
1,5,9,マルガイプライモーディアル,牡2,54,☆野中 悠太郎,34.9,480,0,黒岩 陽一,6,6.5,16.4,1.3,北西,3,1400,2019/10/14
2,3,5,セイウンパワフル,牡2,55,戸崎 圭太,34.6,472,0,斎藤 誠,3,6.5,16.4,1.3,北西,3,1400,2019/10/14
3,1,1,エストロ,牝2,54,川田 将雅,34.8,474,-2,萩原 清,2,6.5,16.4,1.3,北西,3,1400,2019/10/14
4,6,11,サヴァイヴ,牡2,55,福永 祐一,34.9,458,4,清水 久詞,1,6.5,16.4,1.3,北西,3,1400,2019/10/14
5,7,13,ワカミヤアトゥ,牡2,55,石川 裕紀人,35.3,458,-2,稲垣 幸雄,7,6.5,16.4,1.3,北西,3,1400,2019/10/14
6,8,15,ハーディン,牡2,55,江田 照男,34.9,424,-2,佐藤 吉勝,9,6.5,16.4,1.3,北西,3,1400,2019/10/14
7,2,3,ディンブラ,牝2,54,三浦 皇成,34.8,460,8,上原 博之,5,6.5,16.4,1.3,北西,3,1400,2019/10/14
8,4,7,ブルーノジュネス,牡2,55,丸田 恭介,34.8,482,0,宗像 義忠,4,6.5,16.4,1.3,北西,3,1400,2019/10/14
9,3,6,ブルーパー,牝2,54,嘉藤 貴行,35,460,-6,青木 孝文,10,6.5,16.4,1.3,北西,3,1400,2019/10/14
10,6,12,パトローナム,牡2,55,杉原 誠人,35.3,438,2,高橋 文雅,15,6.5,16.4,1.3,北西,3,1400,2019/10/14
11,5,10,コスモトップガン,牡2,55,丹内 祐次,35.9,470,-2,伊藤 伸一,11,6.5,16.4,1.3,北西,3,1400,2019/10/14
12,8,16,ショウイモン,牝2,53,☆菊沢 一樹,35.8,424,-4,松山 将樹,14,6.5,16.4,1.3,北西,3,1400,2019/10/14
13,7,14,オレンジブラウニー,牝2,53,☆横山 武史,35.5,454,-4,的場 均,8,6.5,16.4,1.3,北西,3,1400,2019/10/14
14,4,8,マルガイデイオブサンダー,牡2,55,内田 博幸,35.1,472,0,田中 剛,12,6.5,16.4,1.3,北西,3,1400,2019/10/14
15,2,4,イエローハート,牡2,52,▲菅原 明良,36,458,2,土田 稔,13,6.5,16.4,1.3,北西,3,1400,2019/10/14
16,1,2,ヤマヒビキ,牝2,51,▲山田 敬士,35.7,468,2,石栗 龍彦,16,6.5,16.4,1.3,北西,3,1400,2019/10/14
1,3,5,フェルミスフィア,牝2,54,川田 将雅,34.8,430,0,木村 哲也,2,6.5,16.4,1.3,北西,4,1600,2019/10/14
2,1,2,ピーエムピンコ,牝2,51,▲藤田 菜七子,34,392,0,和田 正一郎,5,6.5,16.4,1.3,北西,4,1600,2019/10/14
3,8,18,カーテンコール,牝2,54,三浦 皇成,34.8,472,0,高野 友和,1,6.5,16.4,1.3,北西,4,1600,2019/10/14
4,8,17,ホイッスルヴォイス,牝2,54,石橋 脩,34.3,438,0,大竹 正博,4,6.5,16.4,1.3,北西,4,1600,2019/10/14
5,3,6,ダイユウローズ,牝2,54,木幡 巧也,35.2,504,0,松永 康利,11,6.5,16.4,1.3,北西,4,1600,2019/10/14
6,5,9,ルリアンヴェール,牝2,54,池添 謙一,35.6,410,0,牧浦 充徳,3,6.5,16.4,1.3,北西,4,1600,2019/10/14
7,5,10,キャツクレードル,牝2,54,江田 照男,35,462,0,佐藤 吉勝,14,6.5,16.4,1.3,北西,4,1600,2019/10/14
8,1,1,ナンヨーアイゼン,牝2,54,柴田 善臣,35.2,464,0,宗像 義忠,7,6.5,16.4,1.3,北西,4,1600,2019/10/14
9,8,16,カナワン,牝2,54,吉田 豊,35.1,438,0,竹内 正洋,10,6.5,16.4,1.3,北西,4,1600,2019/10/14
10,7,13,マリノヴィヴィアナ,牝2,54,岩田 康誠,35.8,456,0,松永 康利,6,6.5,16.4,1.3,北西,4,1600,2019/10/14
11,4,7,レッドペルーシュ,牝2,54,丸田 恭介,34.9,420,0,宗像 義忠,13,6.5,16.4,1.3,北西,4,1600,2019/10/14
12,2,3,プラチナビューティ,牝2,54,田中 勝春,36.3,436,0,宗像 義忠,8,6.5,16.4,1.3,北西,4,1600,2019/10/14
13,6,12,ロングヘア,牝2,54,嘉藤 貴行,35.6,476,0,加藤 和宏,18,6.5,16.4,1.3,北西,4,1600,2019/10/14
14,7,15,エバンタイユドール,牝2,54,武士沢 友治,35.2,498,0,高市 圭二,9,6.5,16.4,1.3,北西,4,1600,2019/10/14
15,4,8,スピランセス,牝2,54,勝浦 正樹,36.7,452,0,田村 康仁,12,6.5,16.4,1.3,北西,4,1600,2019/10/14
16,7,14,ミコドリーム,牝2,51,▲菅原 明良,36.3,480,0,尾形 和幸,16,6.5,16.4,1.3,北西,4,1600,2019/10/14
17,6,11,スノープロー,牝2,54,丹内 祐次,36.2,434,0,中野 栄治,17,6.5,16.4,1.3,北西,4,1600,2019/10/14
18,2,4,メロウスマイル,牝2,53,☆野中 悠太郎,36.2,376,0,小島 茂之,15,6.5,16.4,1.3,北西,4,1600,2019/10/14
1,7,14,ルナシオン,牝2,54,福永 祐一,34.3,450,0,藤沢 和雄,1,6.5,16.4,1.3,北西,5,1800,2019/10/14
2,5,9,マルガイヴィズサクセス,牡2,55,松岡 正海,34.1,456,0,手塚 貴久,6,6.5,16.4,1.3,北西,5,1800,2019/10/14
3,6,12,リュウノルフィ,牡2,55,柴田 善臣,34.5,432,0,小野 次郎,15,6.5,16.4,1.3,北西,5,1800,2019/10/14
4,8,15,ミヤコシャンティ,牝2,54,吉田 隼人,34.8,432,0,宗像 義忠,7,6.5,16.4,1.3,北西,5,1800,2019/10/14
5,2,4,フェアリーシップ,牝2,54,内田 博幸,35,460,0,石栗 龍彦,9,6.5,16.4,1.3,北西,5,1800,2019/10/14
6,1,2,シャドウワルツ,牡2,55,岩田 康誠,34.6,418,0,斎藤 誠,5,6.5,16.4,1.3,北西,5,1800,2019/10/14
7,2,3,インテリジェンス,牝2,54,横山 典弘,35.1,454,0,菊沢 隆徳,2,6.5,16.4,1.3,北西,5,1800,2019/10/14
8,5,10,レットミーアウト,牝2,54,丹内 祐次,34,468,0,水野 貴広,4,6.5,16.4,1.3,北西,5,1800,2019/10/14
9,6,11,マルガイサトノグリアン,牡2,55,戸崎 圭太,35.4,468,0,鹿戸 雄一,3,6.5,16.4,1.3,北西,5,1800,2019/10/14
10,3,5,カズノコクリュウ,牡2,54,☆野中 悠太郎,34.8,472,0,小西 一男,11,6.5,16.4,1.3,北西,5,1800,2019/10/14
11,1,1,エクシア,牝2,53,☆武藤 雅,34.7,480,0,小島 茂之,10,6.5,16.4,1.3,北西,5,1800,2019/10/14
12,4,8,シゲルパンドラ,牝2,54,吉田 豊,34.8,474,0,浅野 洋一郎,13,6.5,16.4,1.3,北西,5,1800,2019/10/14
13,3,6,マルガイコスモクウ,牡2,55,柴田 大知,35.3,448,0,上原 博之,8,6.5,16.4,1.3,北西,5,1800,2019/10/14
14,7,13,タイムイズナカヤマ,牡2,55,嘉藤 貴行,35,440,0,高市 圭二,16,6.5,16.4,1.3,北西,5,1800,2019/10/14
15,4,7,フォースオブライフ,牡2,52,▲菅原 明良,35.6,416,0,松山 将樹,14,6.5,16.4,1.3,北西,5,1800,2019/10/14
16,8,16,ニシノハナミズキ,牝2,54,北村 宏司,35.6,510,0,古賀 慎明,12,6.5,16.4,1.3,北西,5,1800,2019/10/14
1,7,10,エコロアーサー,牡2,52,▲藤田 菜七子,37.9,452,-2,武市 康男,5,0,17.7,1.3,東北東,1,1300,2019/10/15
2,8,11,サツキマス,牝2,54,戸崎 圭太,38.2,456,2,田島 俊明,1,0,17.7,1.3,東北東,1,1300,2019/10/15
3,7,9,トーアリュウジン,せん2,55,柴田 善臣,38.6,486,14,藤原 辰雄,2,0,17.7,1.3,東北東,1,1300,2019/10/15
4,2,2,カラーズオブラヴ,牝2,54,武士沢 友治,38.8,456,0,和田 勇介,6,0,17.7,1.3,東北東,1,1300,2019/10/15
5,1,1,アルトゥーロ,牡2,55,嶋田 純次,38.1,422,6,南田 美知雄,3,0,17.7,1.3,東北東,1,1300,2019/10/15
6,4,4,アルディビート,牡2,52,▲菅原 明良,38.3,462,-8,土田 稔,8,0,17.7,1.3,東北東,1,1300,2019/10/15
7,3,3,ノヘア,牝2,54,北村 宏司,39.4,420,-2,伊藤 大士,4,0,17.7,1.3,東北東,1,1300,2019/10/15
8,5,5,ラカルマ,牝2,54,木幡 初也,38.4,474,2,杉浦 宏昭,9,0,17.7,1.3,東北東,1,1300,2019/10/15
9,6,7,コイツバメカツコ,牝2,54,木幡 巧也,39.5,432,0,黒岩 陽一,7,0,17.7,1.3,東北東,1,1300,2019/10/15
10,5,6,ショウリオウ,牡2,55,菅原 隆一,39,444,4,武市 康男,11,0,17.7,1.3,東北東,1,1300,2019/10/15
11,6,8,イノセントグラム,牡2,53,△木幡 育也,37.8,468,-6,伊藤 伸一,12,0,17.7,1.3,東北東,1,1300,2019/10/15
12,8,12,ネガワンニダ,牡2,55,江田 照男,38.9,404,4,本間 忍,10,0,17.7,1.3,東北東,1,1300,2019/10/15
1,7,11,アミークス,牝2,54,三浦 皇成,34.2,442,2,栗田 徹,1,0,17.7,1.3,東北東,2,1600,2019/10/15
2,8,12,プラットフォーマー,牝2,54,戸崎 圭太,35,434,-6,矢野 英一,4,0,17.7,1.3,東北東,2,1600,2019/10/15
3,4,4,タマノシュシュ,牝2,54,田辺 裕信,34.9,428,-2,菊川 正達,2,0,17.7,1.3,東北東,2,1600,2019/10/15
4,6,8,レディトゥラン,牝2,51,▲菅原 明良,34.8,412,-6,加藤 和宏,7,0,17.7,1.3,東北東,2,1600,2019/10/15
5,4,5,ヒガシヴァルキリー,牝2,53,☆横山 武史,35.3,412,2,林 徹,3,0,17.7,1.3,東北東,2,1600,2019/10/15
6,1,1,アルソリート,牝2,54,岩田 康誠,35.3,484,0,久保田 貴士,8,0,17.7,1.3,東北東,2,1600,2019/10/15
7,5,7,ヒューズライン,牝2,54,丹内 祐次,34.9,438,-4,高橋 祥泰,5,0,17.7,1.3,東北東,2,1600,2019/10/15
8,7,10,ゼンダンスネーク,牝2,54,吉田 豊,34.8,470,4,土田 稔,12,0,17.7,1.3,東北東,2,1600,2019/10/15
9,5,6,オウケンアマゾネス,牝2,54,大野 拓弥,35.1,428,0,和田 勇介,6,0,17.7,1.3,東北東,2,1600,2019/10/15
10,8,13,ダンサーズドリーム,牝2,54,江田 照男,35,434,4,深山 雅史,10,0,17.7,1.3,東北東,2,1600,2019/10/15
11,3,3,エクメディクイーン,牝2,54,内田 博幸,36.3,392,-2,深山 雅史,9,0,17.7,1.3,東北東,2,1600,2019/10/15
12,2,2,シゲルビアンカ,牝2,54,嘉藤 貴行,36,404,6,清水 英克,11,0,17.7,1.3,東北東,2,1600,2019/10/15
1,1,1,ラグビーボーイ,牡2,55,北村 宏司,33.9,484,-4,勢司 和浩,4,0,17.7,1.3,東北東,3,1800,2019/10/15
2,2,2,ヴィアメント,牡2,55,三浦 皇成,33.4,480,0,鹿戸 雄一,1,0,17.7,1.3,東北東,3,1800,2019/10/15
3,8,8,プリマジア,牡2,55,横山 典弘,33.8,452,-2,金成 貴史,2,0,17.7,1.3,東北東,3,1800,2019/10/15
4,7,7,リメインオブザデイ,牝2,51,▲藤田 菜七子,34.9,400,4,田島 俊明,5,0,17.7,1.3,東北東,3,1800,2019/10/15
5,4,4,ステラドーロ,牝2,54,柴田 大知,34.9,450,2,畠山 吉宏,3,0,17.7,1.3,東北東,3,1800,2019/10/15
6,6,6,ウォッシュトレード,牡2,55,内田 博幸,33.9,464,0,浅野 洋一郎,8,0,17.7,1.3,東北東,3,1800,2019/10/15
7,5,5,コスモプロケッラ,牡2,55,丹内 祐次,34.4,440,2,蛯名 利弘,6,0,17.7,1.3,東北東,3,1800,2019/10/15
8,8,9,フラッグタワー,牡2,54,☆野中 悠太郎,34.9,436,-4,和田 正一郎,7,0,17.7,1.3,東北東,3,1800,2019/10/15
9,3,3,セキセキ,牡2,52,▲山田 敬士,36.4,450,6,田中 清隆,9,0,17.7,1.3,東北東,3,1800,2019/10/15
1,1,2,タイセイポリシー,牡2,54,☆横山 武史,36.2,466,0,栗田 徹,8,0,17.7,1.3,東北東,4,1400,2019/10/15
2,7,13,マルガイニュートンテソーロ,牡2,55,大野 拓弥,35.9,482,0,田中 博康,1,0,17.7,1.3,東北東,4,1400,2019/10/15
3,4,7,ファイブリーフ,牡2,55,木幡 巧也,36.6,492,0,岩戸 孝樹,4,0,17.7,1.3,東北東,4,1400,2019/10/15
4,2,3,ブレイキングバッド,牡2,55,津村 明秀,37.3,478,0,松山 将樹,12,0,17.7,1.3,東北東,4,1400,2019/10/15
5,3,5,メシアン,牝2,51,▲藤田 菜七子,38.3,438,0,和田 勇介,5,0,17.7,1.3,東北東,4,1400,2019/10/15
6,2,4,スマートクレイン,牝2,54,武 豊,37.4,516,0,尾関 知人,6,0,17.7,1.3,東北東,4,1400,2019/10/15
7,5,10,シゲルハウメア,牡2,55,武士沢 友治,37.9,448,0,蛯名 利弘,14,0,17.7,1.3,東北東,4,1400,2019/10/15
8,5,9,アポロバレッタ,牝2,54,吉田 豊,37.7,462,0,矢野 英一,10,0,17.7,1.3,東北東,4,1400,2019/10/15
9,8,16,ウイルホースバイオ,牡2,55,三浦 皇成,38.5,442,0,奥平 雅士,2,0,17.7,1.3,東北東,4,1400,2019/10/15
10,4,8,スローフード,牝2,54,北村 宏司,39.5,436,0,田島 俊明,7,0,17.7,1.3,東北東,4,1400,2019/10/15
11,7,14,ニシノストロング,牡2,54,☆野中 悠太郎,37.6,496,0,小島 茂之,13,0,17.7,1.3,東北東,4,1400,2019/10/15
12,6,12,マルガイジュフォン,牡2,55,岩田 康誠,38.8,494,0,和田 正一郎,3,0,17.7,1.3,東北東,4,1400,2019/10/15
